Date,State,Handgun,Longgun,Multiples,Totals,Year,Month
2016-05-01,South Carolina,7570.0,3922.0,241,24923,2016,5
2016-05-01,South Dakota,2161.0,2666.0,151,6403,2016,5
2016-05-01,Tennessee,19232.0,10394.0,941,44044,2016,5
2016-05-01,Texas,39446.0,25424.0,1919,104134,2016,5
2016-05-01,Utah,3097.0,3067.0,162,24045,2016,5
2016-05-01,Vermont,1096.0,1026.0,58,2247,2016,5
2016-05-01,Virgin Islands,26.0,2.0,0,112,2016,5
2016-05-01,Virginia,18183.0,10896.0,0,30787,2016,5
2016-05-01,Washington,14601.0,9033.0,504,41282,2016,5
2016-05-01,West Virginia,6099.0,4179.0,350,14918,2016,5
2016-05-01,Wisconsin,11438.0,8481.0,39,27431,2016,5
2016-05-01,Wyoming,1497.0,1671.0,89,4504,2016,5
2016-04-01,Alabama,9742.0,6977.0,412,41239,2016,4
2016-04-01,Alaska,3036.0,2777.0,176,6867,2016,4
2016-04-01,Arizona,13086.0,7278.0,538,32005,2016,4
2016-04-01,Arkansas,5334.0,4513.0,281,19048,2016,4
2016-04-01,California,41862.0,30133.0,0,171256,2016,4
2016-04-01,Colorado,17897.0,12560.0,1005,41636,2016,4
2016-04-01,Connecticut,11882.0,3936.0,0,32657,2016,4
2016-04-01,Delaware,1878.0,1313.0,62,4316,2016,4
2016-04-01,District of Columbia,55.0,3.0,0,69,2016,4
2016-04-01,Florida,48697.0,19716.0,1596,104114,2016,4
2016-04-01,Georgia,13673.0,6764.0,443,41265,2016,4
2016-04-01,Guam,100.0,45.0,7,160,2016,4
2016-04-01,Hawaii,0.0,0.0,0,1453,2016,4
2016-04-01,Idaho,3376.0,3720.0,157,10638,2016,4
2016-04-01,Illinois,24894.0,11132.0,870,154306,2016,4
2016-04-01,Indiana,20756.0,12137.0,637,126579,2016,4
2016-04-01,Iowa,184.0,2453.0,2,15435,2016,4
2016-04-01,Kansas,5785.0,4540.0,274,13227,2016,4
2016-04-01,Kentucky,9657.0,7070.0,481,306214,2016,4
2016-04-01,Louisiana,11703.0,6552.0,544,23719,2016,4
2016-04-01,Maine,3970.0,3254.0,178,8567,2016,4
2016-04-01,Mariana Islands,0.0,0.0,0,0,2016,4
2016-04-01,Maryland,4294.0,4966.0,19,13007,2016,4
2016-04-01,Massachusetts,6227.0,3009.0,166,17505,2016,4
2016-04-01,Michigan,13598.0,8647.0,189,48163,2016,4
2016-04-01,Minnesota,12547.0,12295.0,469,57100,2016,4
2016-04-01,Mississippi,8765.0,4139.0,341,17182,2016,4
2016-04-01,Missouri,19787.0,12754.0,896,49098,2016,4
2016-04-01,Montana,2989.0,4388.0,201,10728,2016,4
2016-04-01,Nebraska,116.0,1650.0,5,6280,2016,4
2016-04-01,Nevada,5135.0,2793.0,255,11803,2016,4
2016-04-01,New Hampshire,5337.0,3400.0,4,12630,2016,4
2016-04-01,New Jersey,6887.0,3331.0,0,10465,2016,4
2016-04-01,New Mexico,5311.0,3967.0,236,12421,2016,4
2016-04-01,New York,11281.0,14660.0,205,31789,2016,4
2016-04-01,North Carolina,1250.0,10280.0,209,43592,2016,4
2016-04-01,North Dakota,2083.0,2791.0,113,6039,2016,4
2016-04-01,Ohio,32959.0,17664.0,1244,71881,2016,4
2016-04-01,Oklahoma,13132.0,8302.0,811,26489,2016,4
2016-04-01,Oregon,13102.0,9998.0,0,23132,2016,4
2016-04-01,Pennsylvania,51472.0,11628.0,0,88140,2016,4
2016-04-01,Puerto Rico,947.0,202.0,17,1185,2016,4
2016-04-01,Rhode Island,1149.0,746.0,138,2125,2016,4
2016-04-01,South Carolina,9617.0,4618.0,270,30929,2016,4
2016-04-01,South Dakota,2981.0,3412.0,175,8275,2016,4
2016-04-01,Tennessee,22965.0,12049.0,991,57837,2016,4
2016-04-01,Texas,45339.0,27823.0,2289,126292,2016,4
2016-04-01,Utah,3560.0,3646.0,161,30706,2016,4
2016-04-01,Vermont,1483.0,1557.0,82,3220,2016,4
2016-04-01,Virgin Islands,23.0,3.0,0,85,2016,4
2016-04-01,Virginia,21709.0,13235.0,0,36219,2016,4
2016-04-01,Washington,15988.0,9698.0,538,65565,2016,4
2016-04-01,West Virginia,6908.0,5417.0,368,17825,2016,4
2016-04-01,Wisconsin,15693.0,13348.0,38,38403,2016,4
2016-04-01,Wyoming,1764.0,1952.0,92,5029,2016,4
2016-03-01,Alabama,14372.0,9115.0,580,55486,2016,3
2016-03-01,Alaska,3171.0,2750.0,189,6982,2016,3
2016-03-01,Arizona,14387.0,7907.0,614,35795,2016,3
2016-03-01,Arkansas,7603.0,5448.0,353,24390,2016,3
2016-03-01,California,45266.0,31454.0,0,201041,2016,3
2016-03-01,Colorado,20049.0,12776.0,1192,46430,2016,3
2016-03-01,Connecticut,13996.0,4388.0,0,35332,2016,3
2016-03-01,Delaware,2353.0,1611.0,87,4986,2016,3
2016-03-01,District of Columbia,74.0,6.0,0,85,2016,3
2016-03-01,Florida,54164.0,22000.0,1748,119207,2016,3
2016-03-01,Georgia,18272.0,8517.0,540,55396,2016,3
2016-03-01,Guam,115.0,58.0,7,188,2016,3
2016-03-01,Hawaii,0.0,0.0,0,1469,2016,3
2016-03-01,Idaho,3925.0,4208.0,206,13824,2016,3
2016-03-01,Illinois,29052.0,12971.0,982,175762,2016,3
2016-03-01,Indiana,27883.0,13485.0,826,151821,2016,3
2016-03-01,Iowa,252.0,3012.0,2,23526,2016,3
2016-03-01,Kansas,7683.0,5368.0,296,16593,2016,3
2016-03-01,Kentucky,13816.0,8391.0,595,321318,2016,3
2016-03-01,Louisiana,13738.0,7553.0,552,26552,2016,3
2016-03-01,Maine,4725.0,3320.0,189,9429,2016,3
2016-03-01,Mariana Islands,0.0,1.0,0,1,2016,3
2016-03-01,Maryland,4866.0,5363.0,13,14546,2016,3
2016-03-01,Massachusetts,7019.0,3275.0,174,20450,2016,3
2016-03-01,Michigan,18316.0,10145.0,223,59827,2016,3
2016-03-01,Minnesota,13738.0,11323.0,442,56311,2016,3
2016-03-01,Mississippi,11287.0,5697.0,369,21727,2016,3
2016-03-01,Missouri,27030.0,15359.0,1055,64449,2016,3
2016-03-01,Montana,3305.0,4621.0,234,11967,2016,3
2016-03-01,Nebraska,132.0,1944.0,5,8315,2016,3
2016-03-01,Nevada,6116.0,3062.0,295,13550,2016,3
2016-03-01,New Hampshire,5912.0,3506.0,7,14498,2016,3
2016-03-01,New Jersey,7346.0,3582.0,0,11138,2016,3
2016-03-01,New Mexico,6497.0,4466.0,302,13999,2016,3
2016-03-01,New York,12474.0,15134.0,193,34781,2016,3
2016-03-01,North Carolina,1494.0,12263.0,197,53581,2016,3
2016-03-01,North Dakota,1945.0,2711.0,72,6281,2016,3
2016-03-01,Ohio,40331.0,19408.0,1459,85267,2016,3
2016-03-01,Oklahoma,14892.0,8975.0,824,29112,2016,3
2016-03-01,Oregon,15513.0,11510.0,0,27093,2016,3
2016-03-01,Pennsylvania,60489.0,12299.0,0,105145,2016,3
2016-03-01,Puerto Rico,948.0,200.0,22,1188,2016,3
2016-03-01,Rhode Island,1411.0,858.0,153,2516,2016,3
2016-03-01,South Carolina,12312.0,6138.0,345,38503,2016,3
2016-03-01,South Dakota,3451.0,3588.0,174,9178,2016,3
2016-03-01,Tennessee,27951.0,14909.0,1099,51955,2016,3
2016-03-01,Texas,55547.0,31794.0,2444,152465,2016,3
2016-03-01,Utah,3772.0,3883.0,186,30548,2016,3
2016-03-01,Vermont,1941.0,1715.0,78,3861,2016,3
2016-03-01,Virgin Islands,19.0,3.0,1,90,2016,3
2016-03-01,Virginia,26264.0,14622.0,0,42741,2016,3
2016-03-01,Washington,19501.0,10947.0,615,126000,2016,3
2016-03-01,West Virginia,9481.0,6336.0,470,22143,2016,3
2016-03-01,Wisconsin,18439.0,14836.0,35,44925,2016,3
2016-03-01,Wyoming,1995.0,2026.0,103,5302,2016,3
2016-02-01,Alabama,29311.0,15054.0,1162,77411,2016,2
2016-02-01,Alaska,3190.0,2428.0,180,6779,2016,2
2016-02-01,Arizona,16820.0,8782.0,856,35307,2016,2
2016-02-01,Arkansas,10532.0,7028.0,638,27506,2016,2
2016-02-01,California,44461.0,29486.0,0,214844,2016,2
2016-02-01,Colorado,22384.0,13355.0,1302,47302,2016,2
2016-02-01,Connecticut,13316.0,4250.0,0,32110,2016,2
2016-02-01,Delaware,2702.0,1633.0,94,5173,2016,2
2016-02-01,District of Columbia,74.0,7.0,0,95,2016,2
2016-02-01,Florida,62770.0,25228.0,2138,132010,2016,2
2016-02-01,Georgia,24534.0,10747.0,992,66777,2016,2
2016-02-01,Guam,85.0,44.0,4,141,2016,2
2016-02-01,Hawaii,0.0,0.0,0,1424,2016,2
2016-02-01,Idaho,4419.0,4321.0,277,15520,2016,2
2016-02-01,Illinois,30241.0,13543.0,1035,169908,2016,2
2016-02-01,Indiana,32373.0,14947.0,935,221556,2016,2
2016-02-01,Iowa,279.0,2859.0,7,23728,2016,2
2016-02-01,Kansas,9407.0,6165.0,525,19817,2016,2
2016-02-01,Kentucky,19243.0,10414.0,1137,266913,2016,2
2016-02-01,Louisiana,16474.0,9031.0,773,32939,2016,2
2016-02-01,Maine,5426.0,3234.0,161,9868,2016,2
2016-02-01,Mariana Islands,0.0,1.0,0,1,2016,2
2016-02-01,Maryland,4368.0,5803.0,38,14735,2016,2
2016-02-01,Massachusetts,6253.0,2838.0,169,17835,2016,2
2016-02-01,Michigan,19778.0,10899.0,258,61421,2016,2
2016-02-01,Minnesota,12754.0,9635.0,400,50144,2016,2
2016-02-01,Mississippi,15296.0,7203.0,603,28656,2016,2
2016-02-01,Missouri,30802.0,16707.0,1455,67682,2016,2
2016-02-01,Montana,3779.0,4151.0,325,12644,2016,2
2016-02-01,Nebraska,154.0,2078.0,11,8576,2016,2
2016-02-01,Nevada,6643.0,3115.0,333,14342,2016,2
2016-02-01,New Hampshire,6798.0,3464.0,5,14577,2016,2
2016-02-01,New Jersey,6007.0,3613.0,0,9811,2016,2
2016-02-01,New Mexico,7455.0,5049.0,506,16662,2016,2
2016-02-01,New York,11963.0,15324.0,203,34195,2016,2
2016-02-01,North Carolina,1543.0,14935.0,432,58096,2016,2
2016-02-01,North Dakota,2100.0,2419.0,85,5799,2016,2
2016-02-01,Ohio,45459.0,20745.0,1873,90222,2016,2
2016-02-01,Oklahoma,18984.0,10754.0,1290,37589,2016,2
2016-02-01,Oregon,17116.0,11665.0,0,28869,2016,2
2016-02-01,Pennsylvania,61933.0,11791.0,0,104116,2016,2
2016-02-01,Puerto Rico,885.0,152.0,22,1088,2016,2
2016-02-01,Rhode Island,1288.0,848.0,152,2392,2016,2
2016-02-01,South Carolina,15746.0,6847.0,538,39376,2016,2
2016-02-01,South Dakota,4170.0,4009.0,252,10732,2016,2
2016-02-01,Tennessee,36439.0,18121.0,1546,68503,2016,2
2016-02-01,Texas,72584.0,37980.0,3891,192417,2016,2
2016-02-01,Utah,4413.0,4000.0,220,22999,2016,2
2016-02-01,Vermont,2273.0,1681.0,86,4173,2016,2
2016-02-01,Virgin Islands,25.0,4.0,0,115,2016,2
2016-02-01,Virginia,30085.0,15948.0,0,47955,2016,2
2016-02-01,Washington,20583.0,11991.0,863,56043,2016,2
2016-02-01,West Virginia,10746.0,7436.0,757,27216,2016,2
2016-02-01,Wisconsin,19465.0,12431.0,62,42855,2016,2
2016-02-01,Wyoming,2287.0,2036.0,150,5703,2016,2
2016-01-01,Alabama,25445.0,14785.0,884,73218,2016,1
2016-01-01,Alaska,2859.0,2245.0,164,6085,2016,1
2016-01-01,Arizona,15745.0,8512.0,575,31910,2016,1
2016-01-01,Arkansas,7954.0,5982.0,340,20437,2016,1
2016-01-01,California,52139.0,32970.0,0,220912,2016,1
2016-01-01,Colorado,23518.0,13327.0,1236,48214,2016,1
2016-01-01,Connecticut,13096.0,4366.0,0,31712,2016,1
2016-01-01,Delaware,2548.0,1608.0,73,4886,2016,1
2016-01-01,District of Columbia,52.0,3.0,0,82,2016,1
2016-01-01,Florida,62085.0,26356.0,2036,125935,2016,1
2016-01-01,Georgia,18236.0,9696.0,564,62707,2016,1
2016-01-01,Guam,102.0,57.0,6,176,2016,1
2016-01-01,Hawaii,0.0,0.0,0,1383,2016,1
2016-01-01,Idaho,4221.0,3820.0,156,13197,2016,1
2016-01-01,Illinois,32112.0,12869.0,813,189400,2016,1
2016-01-01,Indiana,29653.0,14356.0,939,230892,2016,1
2016-01-01,Iowa,292.0,2600.0,9,26714,2016,1
2016-01-01,Kansas,9196.0,6580.0,381,19443,2016,1
2016-01-01,Kentucky,13847.0,7713.0,416,302383,2016,1
2016-01-01,Louisiana,15485.0,10374.0,642,32192,2016,1
2016-01-01,Maine,4625.0,3054.0,152,8844,2016,1
2016-01-01,Mariana Islands,0.0,3.0,0,3,2016,1
2016-01-01,Maryland,3981.0,5541.0,16,13321,2016,1
2016-01-01,Massachusetts,7211.0,3500.0,201,20208,2016,1
2016-01-01,Michigan,17641.0,9995.0,215,56723,2016,1
2016-01-01,Minnesota,12426.0,8624.0,414,50842,2016,1
2016-01-01,Mississippi,10257.0,6713.0,365,21330,2016,1
2016-01-01,Missouri,28980.0,15693.0,955,61257,2016,1
2016-01-01,Montana,3354.0,3574.0,205,10722,2016,1
2016-01-01,Nebraska,179.0,2256.0,13,11116,2016,1
2016-01-01,Nevada,6064.0,2835.0,257,12291,2016,1
2016-01-01,New Hampshire,7146.0,3591.0,4,16887,2016,1
2016-01-01,New Jersey,4520.0,4005.0,0,8683,2016,1
2016-01-01,New Mexico,5921.0,4206.0,288,12577,2016,1
2016-01-01,New York,12020.0,15461.0,200,34071,2016,1
2016-01-01,North Carolina,1350.0,12950.0,178,51646,2016,1
2016-01-01,North Dakota,2159.0,2554.0,81,5877,2016,1
2016-01-01,Ohio,38028.0,18613.0,1322,76218,2016,1
2016-01-01,Oklahoma,18688.0,10863.0,889,34889,2016,1
2016-01-01,Oregon,15930.0,10403.0,0,26378,2016,1
2016-01-01,Pennsylvania,57355.0,10224.0,0,102170,2016,1
2016-01-01,Puerto Rico,940.0,147.0,21,1133,2016,1
2016-01-01,Rhode Island,1413.0,898.0,177,2617,2016,1
2016-01-01,South Carolina,12380.0,6289.0,326,31396,2016,1
2016-01-01,South Dakota,3782.0,3815.0,171,10220,2016,1
2016-01-01,Tennessee,30411.0,16571.0,1271,62789,2016,1
2016-01-01,Texas,72626.0,38396.0,2700,164088,2016,1
2016-01-01,Utah,4662.0,3654.0,174,19968,2016,1
2016-01-01,Vermont,1863.0,1379.0,65,3451,2016,1
2016-01-01,Virgin Islands,26.0,0.0,1,100,2016,1
2016-01-01,Virginia,27033.0,15699.0,0,44181,2016,1
2016-01-01,Washington,20427.0,11355.0,595,58050,2016,1
2016-01-01,West Virginia,7419.0,5505.0,349,18985,2016,1
2016-01-01,Wisconsin,17969.0,10756.0,42,39561,2016,1
2016-01-01,Wyoming,2181.0,1983.0,104,5676,2016,1
